"country","Region","X2016.Score","Property.Rights","Freedom.from.Corruption","Fiscal.Freedom","Gov.t.Spending","Business.Freedom","Labor.Freedom","Monetary.Freedom","Trade.Freedom","Investment.Freedom","Financial.Freedom","Tariff.Rate....","Income.Tax.Rate....","Corporate.Tax.Rate....","Tax.Burden...of.GDP","Gov.t.Expenditure...of.GDP","Population..Millions.","GDP..Billions..PPP.","GDP.Growth.Rate....","X5.Year.GDP.Growth.Rate....","GDP.per.Capita..PPP.","Unemployment....","Inflation....","FDI.Inflow..Millions.","Public.Debt....of.GDP.","minYear.x","maxYear.x","sharePresident","shareAssemblyPresident","shareParliament","system","minYear.y","maxYear.y","meanPolity","Freq","polity2","meanInd","meanInt","meanCiv","meanTOT","shareInt","shareCiv","bombings","legor_uk","legor_fr","legor_so","legor_ge","legor_sc","Int_","Civ_","Tot_","country2","polity2_","legal"
"Afghanistan","Asia-Pacific",NA,NA,"12","91.6","81.2","56.6","63.2",NA,NA,"55",NA,NA,"20","20","6.6","25","31.3","60.6","1.5","6.8","1937","9.1","4.6","53.6","6.7",1994,2014,NA,NA,NA,0,1994,2014,-4.5,8,-1,1,0,4.52380952380952,4.52380952380952,0,1,83,0,1,0,0,0,0,1,1,"Afghanistan",2,2
"Albania","Europe","65.9","35","33","87.8","75","67.6","51.5","81.7","87.6","70","70","1.2","23","15","21.7","28.9","2.8","31.6","2.1","2.3","11377","16.1","1.6","1093.5","72.6",1994,2014,0,0,1,2,1994,2014,6.95238095238095,21,9,1,0,0.0952380952380952,0.0952380952380952,0,0.0476190476190476,0,0,0,1,0,0,0,1,1,"Albania",3,3
"Algeria","Middle East / North Africa","50.1","25","36","81","59.4","62.1","48.2","68.1","60.8","30","30","12.1","35","23","12.2","38","38.7","551.8","4.1","3.3","14259","9.5","2.9","1488","8.8",1994,2014,1,0,0,0,1994,2014,-0.571428571428571,21,2,1,0,2.0952380952381,2.0952380952381,0,0.523809523809524,15,0,1,0,0,0,0,1,1,"Algeria",2,2
"Angola","Sub-Saharan Africa","48.9","15","19","87.8","50.1","50.3","44.8","72.2","70.2","40","40","4.9","17","30","6","40.8","24.4","175.6","4.2","4.7","7203","6.8","7.3","-3881","38",1994,2014,1,0,0,0,1994,2014,-2.19047619047619,21,-2,1,0,3.14285714285714,3.14285714285714,0,0.571428571428571,1,0,1,0,0,0,0,1,1,"Angola",2,2
"Argentina","South and Central America / Caribbean","43.8","15","34","66.1","51.3","56","43.9","44","67.4","30","30","6.3","35","35","30.6","40.3","42","947.6","0.5","4.4","22582","8.2","37.6","6612","48.6",1994,2014,1,0,0,0,1994,2014,7.76190476190476,21,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Argentina",3,2
"Armenia","Europe","67","20","37","83.8","80.7","77.5","62.2","72.8","85.6","80","70","2.2","26","20","23.4","25.4","3.3","24.3","3.4","4.2","7374","17.1","3.1","382.8","44.2",1994,2014,1,0,0,0,1994,2014,3.95238095238095,21,5,1,0.142857142857143,0,0.142857142857143,0.0476190476190476,0,0,0,0,1,0,0,1,0,1,"Armenia",2,3
"Australia","Asia-Pacific","80.3","90","80","63.2","62","89.4","77.2","85.2","86.4","80","90","1.8","45","30","27.5","35.6","23.6","1095.4","2.7","2.7","46433","6","2.5","51854.2","34.3",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Australia",3,1
"Austria","Europe","71.7","90","72","50.7","22.4","79.4","72.5","81.7","88","90","70","1","50","25","42.5","50.9","8.5","395.5","0.3","1.3","46420","5","1.5","4674.9","86.8",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Austria",3,4
"Azerbaijan","Asia-Pacific","60.2","20","29","88","56.7","70.3","75.2","77","75.8","60","50","4.6","25","20","13.3","38","9.4","165.3","2.8","3.2","17618","5.2","1.4","4430.4","16.4",1994,2014,1,0,0,0,1994,2014,-6.66666666666667,21,-7,1,0.142857142857143,0.571428571428571,0.714285714285714,0.0476190476190476,0.19047619047619,0,0,0,1,0,0,1,1,1,"Azerbaijan",1,3
"Bahamas","South and Central America / Caribbean","70.9","70","71","97.9","84.3","70.7","72.8","78.5","64","40","60","13","0","0","14.4","22.8","0.4","9.0","1.3","1.1","25049","15.4","1.2","1595.9","60.4",1994,2014,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Bahamas",NA,1
"Bahrain","Middle East / North Africa","74.3","60","49","99.9","75.4","71.9","79.1","74.6","82.6","70","80","3.7","0","0","3.1","28.6","1.2","61.9","4.7","4","51714","4.1","2.5","957.4","43.8",1994,2014,1,0,0,0,1994,2014,-8.09523809523809,21,-10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bahrain",1,1
"Bangladesh","Asia-Pacific","53.3","20","25","72.7","93.6","52.6","62.5","68.2","63.6","45","30","10.7","25","45","9","14.6","158.2","533.7","6.1","6.2","3373","4.3","7","1526.7","33.9",1994,2014,NA,NA,NA,2,1994,2014,4.33333333333333,21,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,"Bangladesh",2,1
"Barbados","South and Central America / Caribbean","68.3","80","74","75.8","37.6","70.2","67.3","80.8","62.2","75","60","13.9","35","25","23.9","45.6","0.3","4.5","-0.3","0.1","16183","12","1.9","275.1","100.4",1994,2014,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Barbados",NA,1
"Belarus","Europe","48.8","20","31","88.6","44.8","69","74.9","50.4","79","20","10","3","13","18","25.4","42.9","9.5","172.0","1.6","3.5","18161","5.9","18.1","1798.2","37.9",1994,2014,1,0,0,0,1994,2014,-6,21,-7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Belarus",1,3
"Belgium","Europe","68.4","80","76","44.2","11","85.4","60.5","84","88","85","70","1","50","33","44.6","54.5","11.2","481.5","1","1.1","42973","8.5","0.5","-4956.7","105.6",1994,2014,0,0,1,2,1994,2014,9.23809523809524,21,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Belgium",3,2
"Belize","South and Central America / Caribbean","57.4","35","6.7","82.1","71.9","63.3","60.3","79.2","70","55","50","10","25","25","23.2","30.6","0.4","2.9","3.4","2.7","8248","11.5","0.9","141.1","76.3",1994,2014,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Belize",NA,1
"Benin","Sub-Saharan Africa","59.3","30","39","68.1","84.9","51.3","53.8","82.2","58.8","75","50","15.6","45","30","16.3","22.4","10.6","19.8","5.5","4.5","1870","1","-1","377.4","30.9",1994,2014,1,0,0,0,1994,2014,6.42857142857143,21,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Benin",3,2
"Bhutan","Asia-Pacific","59.5","60","65","83.1","67.5","65.2","77.6","66.9","60","20","30","10","25","30","13","32.9","0.8","5.9","6.4","7.4","7641","2.8","7.7","5.8","107.5",1994,2014,1,0,0,0,1994,2014,-4.76190476190476,21,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bhutan",2,1
"Bolivia","South and Central America / Caribbean","47.4","10","35","86.4","55.5","58.8","31.7","65","76.6","15","40","4.2","13","25","23.8","38.5","11.2","70.0","5.4","5.3","6221","2.7","5.8","647.8","32.4",1994,2014,1,0,0,0,1994,2014,8.14285714285714,21,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Bolivia",3,2
"Bosnia","Europe","58.6","20","39","83.9","33.1","54.6","59.4","84.3","87","65","60","1.5","10","10","37.6","47.2","3.9","38.1","0.8","0.8","9833","27.9","-0.9","564","44.9",1994,2014,NA,NA,NA,2,1994,1994,0,1,NA,1,0,0.571428571428571,0.571428571428571,0,0.0952380952380952,0,0,0,1,0,0,0,1,1,"Bosnia and Herzegovina",NA,3
"Botswana","Sub-Saharan Africa","71.1","70","63","79.1","68.4","66.4","68.5","76.3","84","65","70","0.5","25","22","31.3","32.4","2.1","33.7","4.9","6","16036","18.2","3.9","393.2","14.5",1994,2014,0,0,1,2,1994,2014,7.85714285714286,21,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Botswana",3,1
"Brazil","South and Central America / Caribbean","56.5","45","43","69.7","55.2","61.4","52.5","64.2","69.4","55","50","7.8","27.5","34","33.4","38.6","202.8","3263.8","0.1","3.2","16096","6.8","6.3","62494.8","65.2",1994,2014,1,0,0,0,1994,2014,8,21,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Brazil",3,2
"Bulgaria","Europe","65.9","30","43","91.1","60.4","66.9","71.6","82.6","88","65","60","1","10","10","26.3","36.3","7.2","128.6","1.7","1.2","17860","11.6","-1.6","1710.3","26.9",1994,2014,0,0.380952380952381,0.619047619047619,2,1994,2014,8.66666666666667,21,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Bulgaria",3,3
"Burkina Faso","Sub-Saharan Africa","59.1","30","38","82.8","76.8","46.3","58.9","84.9","68.2","65","40","8.4","27.5","27.5","14.5","27.8","17.4","29.3","4","6.4","1682","3.1","-0.3","341.9","28.3",1994,2014,1,0,0,0,1994,2014,-1.42857142857143,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Burkina Faso",2,2
"Myanmar (Burma)","Asia-Pacific","48.7","10","21","86.6","75.3","32.6","76.8","70","74.2","20","20","2.9","20","30","6.1","28.7","51.4","242.0","7.7","6.9","4706","3.3","5.9","946.2","16.8",1994,2014,1,0,0,0,1994,2014,-6.28571428571429,21,-3,1,0,4,4,0,1,1,0,0,1,0,0,0,1,1,"Burma",2,3
"Burundi","Sub-Saharan Africa","53.9","20","20","73.8","70.5","54.2","67.6","73.8","74.2","55","30","5.4","35","35","13.1","31.4","9.2","8.4","4.7","4.5","911","6.9","4.4","32","30.5",1994,2014,0.857142857142857,0,0.142857142857143,0,1994,2014,2.71428571428571,21,6,1,0,2.28571428571429,2.28571428571429,0,0.571428571428571,1,0,1,0,0,0,0,1,1,"Burundi",3,2
"Cambodia","Asia-Pacific","57.9","25","21","90.5","87.4","32.3","62.5","78.1","72.2","60","50","8.9","20","20","12.4","20.5","15.3","50.0","7","6.9","3263","0.4","3.9","1730.4","29.5",1994,2014,0,0,1,2,1994,2014,1.42857142857143,21,2,1,0,0.380952380952381,0.380952380952381,0,0.19047619047619,1,0,0,1,0,0,0,1,1,"Cambodia",2,3
"Cameroon","Sub-Saharan Africa","54.2","25","27","75.6","85.6","46.9","48.9","81.2","61.6","40","50","11.7","35","33","11.3","21.9","22.5","67.2","5.1","4.5","2981","4.3","1.9","501.2","23.9",1994,2014,1,0,0,0,1994,2014,-4,21,-4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cameroon",2,2
"Canada","North America","78","90","81","80","50.4","81.8","72.6","76.9","87","80","80","1.5","29","15","30.6","40.7","35.5","1591.6","2.5","2.6","44843","6.9","1.9","53864","86.5",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Canada",3,1
"Cape Verde","Sub-Saharan Africa","66.5","75","57","78.1","66.9","61.3","43.6","84.5","68.2","70","60","10.9","35","25","18.5","33.2","0.5","3.3","1","1.6","6324","9.2","-0.2","78.1","112.2",1994,2014,1,0,0,0,1994,2014,9.33333333333333,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Cape Verde",3,2
"Central African Republic","Sub-Saharan Africa","45.2","10","24","65.7","93.6","28","40.9","62.9","52.2","45","30","16.4","50","30","5.2","14.7","4.7","2.9","1","-4.9","607","7.4","15","3.5","41.8",1994,2014,1,0,0,0,1994,2014,1.66666666666667,21,0,1,0,1.57142857142857,1.57142857142857,0,0.619047619047619,0,0,1,0,0,0,0,1,1,"Central African Republic",2,2
"Chad","Sub-Saharan Africa","46.3","20","22","46","84.3","30.9","48.9","71.4","49.8","50","40","15.1","60","45","6.6","22.9","11.3","29.5","6.9","7","2617","7","1.7","760.5","25",1994,2014,1,0,0,0,1994,2014,-2.19047619047619,21,-2,1,0,0.952380952380952,0.952380952380952,0,0.333333333333333,0,0,1,0,0,0,0,1,1,"Chad",2,2
"Chile","South and Central America / Caribbean","77.7","85","73","74.8","83.1","72.1","64.3","82.9","86.4","85","70","1.8","40","22.5","20.2","23.7","17.8","409.3","1.8","4.6","22971","6.4","4.4","22949.2","13.9",1994,2014,1,0,0,0,1994,2014,9.14285714285714,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Chile",3,2
"China","Asia-Pacific","52","20","36","69.7","74.3","54.2","62","70.6","72.8","30","30","3.6","45","25","19.4","29.3","1367.8","17617.3","7.4","8.5","12880","4.7","2","128500","41.1",1994,2014,0,1,0,1,1994,2014,-7,21,-7,1,0,0.761904761904762,0.761904761904762,0,0.523809523809524,4,0,0,1,0,0,0,1,1,"China",1,3
"Colombia","South and Central America / Caribbean","70.8","50","37","80.1","74.4","78.2","77.6","79.6","81","80","70","4.5","33","25","16.5","29.2","47.7","640.1","4.6","4.8","13430","10.1","2.9","16053.8","38",1994,2014,1,0,0,0,1994,2014,7.09523809523809,21,7,1,0,4,4,0,1,7,0,1,0,0,0,0,1,1,"Colombia",3,2
"Comoros","Sub-Saharan Africa","52.4","30","26","64.5","81","49.6","51","79.4","72","40","30","6.5","30","50","12.1","25.2","0.8","1.2","3.3","2.8","1548","6.5","2.9","14","20",1994,2014,1,0,0,0,1994,2014,5.42857142857143,21,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Comoros",3,2
"Congo Kinshasa","Sub-Saharan Africa","46.4","10","22","73.3","95.2","42.8","41","78.5","61","20","20","12","30","40","13","12.7","79.3","55.8","9.1","7.7","704","8","1","2063.2","19.7",1994,2014,1,0,0,0,1994,2014,2.52380952380952,21,5,1,0,4.90476190476191,4.90476190476191,0,1,0,0,1,0,0,0,0,1,1,"Democratic Republic of the Congo",2,2
"Congo Brazzaville","Sub-Saharan Africa","42.8","10","23","66.9","55.8","35.9","38.8","75.6","52","40","30","16.5","45","34","11.2","38.4","4.3","28.0","6","5.1","6559","6.5","0.9","5502.3","42.3",1994,2014,1,0,0,0,1994,2014,-3.14285714285714,21,-4,1,0,0.523809523809524,0.523809523809524,0,0.238095238095238,0,0,1,0,0,0,0,1,1,"Congo",2,2
"Costa Rica","South and Central America / Caribbean","67.4","50","54","79.4","88.7","68.6","53.8","77.6","81.6","70","50","4.2","25","30","23.2","19.4","4.8","71.0","3.5","4.3","14864","8.3","3.2","2105.9","39.8",1994,2014,1,0,0,0,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Costa Rica",3,2
"Ivory Coast","Sub-Saharan Africa","60","30","32","78.3","85.4","62.2","46.9","73.5","71.8","70","50","6.6","36","25","15.7","22.1","22.7","71.1","7.5","4.9","3131","4","0.4","462","36.4",1994,2014,1,0,0,0,1994,2014,-0.333333333333333,21,4,1,0,0.666666666666667,0.666666666666667,0,0.333333333333333,0,0,1,0,0,0,0,1,1,"Cote d'Ivoire",2,2
"Croatia","Europe","59.1","35","48","70.8","33.7","60.3","42.4","78.7","87.4","75","60","1.3","40","20","30.4","47","4.2","88.5","-0.4","-1.1","20889","16.7","-0.2","3451.2","80.9",1994,2014,0.333333333333333,0,0.666666666666667,2,1994,2014,5.14285714285714,21,9,1,0,0.285714285714286,0.285714285714286,0,0.0952380952380952,0,0,0,1,0,0,0,1,1,"Croatia",3,3
"Cuba","South and Central America / Caribbean","29.8","10","46","52.1","0","20","20","65.2","64.6","10","10","7.7","50","30","37.3","64.6","11.2","134.30","1.3",NA,"11950",NA,"5.3",NA,"32.1",1994,2014,0,1,0,1,1994,2014,-7,21,-7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Cuba",1,3
"Cyprus","Europe","68.7","70","63","76.1","47.3","74.5","58.2","85.3","88","75","50","1","35","12.5","31.8","41.9","0.9","27.4","-2.3","-1.7","30769","15.6","-0.3","679","107.1",1994,2014,1,0,0,0,1994,2014,10,21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Cyprus",3,1
"Czech Republic","Europe","73.2","75","51","82.5","47.3","66.6","77.7","84.1","88","80","80","1","15","19","34.1","41.9","10.5","314.6","2","1","29925","6.2","0.4","5908.5","41.6",1994,2014,0,0,1,2,1994,2014,9.57142857142857,21,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Czech Republic",3,3
"Denmark","Europe","75.3","95","92","39.5","2.3","95.4","86","84.4","88","90","80","1","56","23.5","48.6","57.1","5.6","249.5","1","0.5","44343","6.6","0.6","3651.9","42.6",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Denmark",3,5
"Djibouti","Sub-Saharan Africa","56","25","34","80.6","57.4","50.8","62.9","74.3","54.6","70","50","17.7","30","25","20.3","37.7","0.9","2.9","6","4.8","3051","60","2.9","153","44.6",1994,2014,1,0,0,0,1994,2014,0.19047619047619,21,4,1,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,0,1,0,0,0,0,1,1,"Djibouti",2,2
"Dominica","South and Central America / Caribbean","67","60","58","74","68.5","73.3","68.7","90.1","72.6","75","30","8.7","35","30","21.7","32.4","0.1","0.8","1.1","0","10800",NA,"0.7","41.1","76.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Dominica",NA,1
"Dominican Republic","South and Central America / Caribbean","61","25","32","84.5","90.2","56.6","56.5","73.1","77.2","75","40","6.4","25","27","13.9","18.1","10.6","138.0","7.3","5.2","13012","15","3","2208.3","35.1",1994,2014,1,0,0,0,1994,2014,7.71428571428571,21,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Dominican Republic",3,2
"Ecuador","South and Central America / Caribbean","48.6","15","33","79.2","41.8","55.5","51.6","68.1","71.4","30","40","4.3","35","22","19.3","44","16","180.2","3.6","5","11244","4.6","3.6","773.9","29.8",1994,2014,1,0,0,0,1994,2014,6.47619047619048,21,5,1,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0,0,0,1,0,0,0,1,0,1,"Ecuador",2,2
"Egypt","Middle East / North Africa","56","20","37","85.6","65.9","68.3","51.4","65.8","70.6","55","40","9.7","25","25","13.9","33.7","86.7","943.1","2.2","2.7","10877","13.2","10.1","4783.2","90.5",1994,2014,0.428571428571429,0.571428571428571,0,0,1994,2014,-4.61904761904762,21,-4,1,0,0.428571428571429,0.428571428571429,0,0.428571428571429,5,0,1,0,0,0,0,1,1,"Egypt",2,2
"El Salvador","South and Central America / Caribbean","65.1","35","39","79.1","85.3","56","52.6","83.4","85.8","75","60","2.1","30","30","17.1","22.1","6.4","50.9","2","1.8","8021","6.2","1.1","275","56.5",1994,2014,1,0,0,0,1994,2014,7.28571428571429,21,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"El Salvador",3,2
"Equatorial Guinea","Sub-Saharan Africa","43.7","10","19","75.4","45.6","45.6","38.4","78.9","53.8","40","30","15.6","35","35","2.3","42.6","0.8","25.1","-3.1","-0.2","32266","7.9","3","1933","7.6",1994,2014,1,0,0,0,1994,2014,-5,21,-5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Equatorial Guinea",2,2
"Eritrea","Sub-Saharan Africa","42.7","10","18","80.9","73.4","32.1","65.6","57.8","69.2","0","20","5.4","30","30","10.7","29.8","6.5","7.8","1.7","4.2","1195","7.2","12.3","46.5","125.3",1994,2014,0,1,0,1,1994,2014,-6.66666666666667,21,-7,1,0.714285714285714,0,0.714285714285714,0.142857142857143,0,0,0,1,0,0,0,1,0,1,"Eritrea",1,2
"Estonia","Europe","77.2","90","69","81.9","54.9","79","57.2","82.2","88","90","80","1","20","20","31.8","38.8","1.3","35.6","2.1","3.8","26999","7.7","0.5","982.9","9.7",1994,2014,0,1,0,1,1994,2014,8.19047619047619,21,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Estonia",3,3
"Ethiopia","Sub-Saharan Africa","51.5","30","33","77.2","90.5","55.8","57.7","66","65","20","20","10","35","30","12.4","17.8","91","144.6","10.3","10.2","1589","5.2","7.4","1200","21.9",1994,2014,0.0952380952380952,0,0.904761904761905,2,1994,2014,-0.904761904761905,21,-3,1,0.714285714285714,0.476190476190476,1.19047619047619,0.142857142857143,0.476190476190476,0,0,1,0,0,0,1,1,1,"Ethiopia",2,2
"Fiji","Asia-Pacific","58.8","30","22.3","81.2","75.3","62","70.6","77.6","68.8","50","50","10.6","29","20","25.3","28.7","0.9","7.3","4.1","3.2","8236","7.9","0.5","278.9","49.5",1994,2014,0,0,1,2,1994,2014,1.61904761904762,21,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Fiji",2,1
"Finland","Europe","72.6","90","89","66.5","0.8","90.7","53.7","81.9","88","85","80","1","31.8","20","44","57.5","5.5","221.0","-0.1","0.5","40347","8.6","1.2","18624.7","59.6",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Finland",3,5
"France","Europe","62.3","80","69","47.7","2.5","78.4","43.5","79.1","83","70","70","1","45","34.3","45","57","63.9","2580.8","0.4","1","40375","9.9","0.6","15191.1","95.1",1994,2014,0,0,1,2,1994,2014,9,21,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"France",3,2
