"country","Region","X2016.Score","Property.Rights","Freedom.from.Corruption","Fiscal.Freedom","Gov.t.Spending","Business.Freedom","Labor.Freedom","Monetary.Freedom","Trade.Freedom","Investment.Freedom","Financial.Freedom","Tariff.Rate....","Income.Tax.Rate....","Corporate.Tax.Rate....","Tax.Burden...of.GDP","Gov.t.Expenditure...of.GDP","Population..Millions.","GDP..Billions..PPP.","GDP.Growth.Rate....","X5.Year.GDP.Growth.Rate....","GDP.per.Capita..PPP.","Unemployment....","Inflation....","FDI.Inflow..Millions.","Public.Debt....of.GDP.","minYear.x","maxYear.x","sharePresident","shareAssemblyPresident","shareParliament","system","minYear.y","maxYear.y","meanPolity","Freq","polity2","meanInd","meanInt","meanCiv","meanTOT","shareInt","shareCiv","bombings","legor_uk","legor_fr","legor_so","legor_ge","legor_sc","Int_","Civ_","Tot_","country2","polity2_","legal"
"Gabon","Sub-Saharan Africa","59","40","37","77.6","74.5","58.4","61.9","78.4","61.8","60","40","14.1","35","30","10.6","29.2","1.6","36.3","5.1","5.9","22924","19.7","4.5","972.9","27.8",1994,2014,1,0,0,0,1994,2014,-2,21,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Gabon",2,2
"Gambia","Sub-Saharan Africa","57.1","25","29","75.5","78","53.4","65.8","64.7","65","65","50","12.5","35","32","14.3","27.1","1.9","3.1","-0.2","2.5","1599","7","6.3","28.4","100.2",1994,2014,1,0,0,0,1994,2014,-5.23809523809524,21,-5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Gambia",2,1
"Georgia","Europe","72.6","40","52","87.6","75.3","86.5","75.7","80.5","88.6","80","60","0.7","20","15","24.8","28.7","4.5","34.2","4.7","5.6","7653","13.4","3.1","1279.1","35.1",1994,2014,1,0,0,0,1994,2014,5.71428571428571,21,7,1,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0,0,0,1,0,0,1,1,1,"Georgia",3,3
"Germany","Europe","74.4","90","79","61.5","41.3","90","50.6","83.3","88","90","70","1","47.5","15.8","36.7","44.3","81.1","3721.6","1.6","2","45888","5","0.8","1830.9","73.1",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Germany",3,4
"Ghana","Sub-Saharan Africa","63","50","48","84.9","77.6","61.5","56.5","66.5","65","60","60","10","25","25","16.1","27.3","26.2","108.3","4.2","8.3","4129","2.4","15.5","3357","67.6",1994,2014,1,0,0,0,1994,2014,5.42857142857143,21,8,1,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,1,0,0,0,0,0,1,1,"Ghana",3,1
"Greece","Europe","53.2","40","43","64.4","0","73.8","50.2","77.7","83","60","40","1","42","26","33.5","60.1","11","284.3","0.8","-4.8","25859","26.3","-1.4","2171.6","177.2",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Greece",3,2
"Guatemala","South and Central America / Caribbean","61.8","20","32","79.1","94.3","62.5","50.9","77.9","86.4","65","50","1.8","31","31","13","13.8","15.9","119.1","4","3.5","7503","2.9","3.4","1395.8","23.7",1994,2014,0.904761904761905,0.0952380952380952,0,0,1994,2014,7.52380952380952,21,8,1,0,0.714285714285714,0.714285714285714,0,0.142857142857143,0,0,1,0,0,0,0,1,1,"Guatemala",3,2
"Guinea","Sub-Saharan Africa","53.3","20","25","68.5","81.2","51.4","71.8","69.2","61.2","45","40","11.9","40","35","17.9","25.1","11.4","15.0","0.4","2.5","1313","1.8","9.7","566","37.4",1994,2014,1,0,0,0,1994,2014,-0.428571428571429,21,4,1,0,0.0952380952380952,0.0952380952380952,0,0.0952380952380952,0,0,1,0,0,0,0,1,1,"Guinea",2,2
"Guinea-Bissau","Sub-Saharan Africa","51.8","20","19","89.3","94.1","36.7","61.1","78.5","59.4","30","30","12.8","20","25","6.5","14","1.7","2.5","2.5","2.8","1436","6.9","-1","21.5","61",1994,2014,1,0,0,0,1994,2014,4.09523809523809,21,6,1,0,0.19047619047619,0.19047619047619,0,0.0952380952380952,0,0,1,0,0,0,0,1,1,"Guinea-Bissau",3,2
"Guyana","South and Central America / Caribbean","55.4","30","30","68.7","73.1","63","70.7","77.4","70.8","40","30","7.1","33.3","40","20.6","29.9","0.8","5.5","3.8","4.7","6895","11.1","1","255.2","65.8",1994,2014,0,1,0,1,1994,2014,6,21,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Guyana",3,1
"Haiti","South and Central America / Caribbean","51.3","10","19","80.5","76.4","47.1","62","76","72","40","30","6.5","30","30","12.2","28","10.5","18.3","2.8","2","1750","6.8","3.9","99","26",1994,2014,1,0,0,0,1994,2014,2.47619047619048,21,0,1,0,0.19047619047619,0.19047619047619,0,0.19047619047619,0,0,1,0,0,0,0,1,1,"Haiti",2,2
"Honduras","South and Central America / Caribbean","57.7","30","29","84.2","72","58","31","74.8","78.4","60","60","5.8","25","25","18.1","30.6","8.3","39.1","3.1","3.5","4729","3.9","6.1","1144.1","46.1",1994,2014,1,0,0,0,1994,2014,6.76190476190476,21,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Honduras",3,2
"Hong Kong SAR","Asia-Pacific","88.6","90","74","92.6","90.7","97.4","89","81.8","90","90","90","0","15","16.5","15.7","17.6","7.3","397.5","2.3","3.7","54722","3.2","4.4","103254.2","6.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Hong Kong",NA,1
"Hungary","Europe","66","45","54","78.7","26.7","70.6","63.8","88.3","88","75","70","1","16","19","38.9","49.4","9.9","246.4","3.6","1.3","24942","7.8","-0.3","4039.4","76.9",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Hungary",3,3
"Iceland","Europe","73.3","90","79","73.3","42.1","90.1","61.6","79.5","87.8","70","60","1.1","31.8","20","35.5","43.9","0.3","14.2","1.8","1.1","43637","5","2","436.1","82.1",1994,2014,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,"Iceland",NA,5
"India","Asia-Pacific","56.2","55","38","77.1","78.1","47.6","47.8","72.8","71","35","40","7","30.9","32.4","16.7","27","1259.7","7375.9","7.2","7.2","5855","3.6","6","34416.8","65",1994,2014,0,0,1,2,1994,2014,8.95238095238095,21,9,1,0.0476190476190476,7.19047619047619,7.23809523809524,0.0476190476190476,1,34,1,0,0,0,0,1,1,1,"India",3,1
"Indonesia","Asia-Pacific","59.4","30","34","83.4","89","54","49.3","74.3","80.4","40","60","2.3","30","25","11.8","19.1","251.5","2676.1","5","5.8","10641","6.2","6.4","22579.6","25",1994,2014,0.476190476190476,0.523809523809524,0,0,1994,2014,4.09523809523809,21,9,1,0,0.857142857142857,0.857142857142857,0,0.428571428571429,5,0,1,0,0,0,0,1,1,"Indonesia",3,2
"Iran","Middle East / North Africa","43.5","10","27","81.2","93.2","59.3","49","50.6","54.6","0","10","15.2","35","25","5.8","15","78","1334.3","3","1","17114","12.8","15.5","2105.5","12.2",1994,2014,1,0,0,0,1994,2014,-3.28571428571429,21,-7,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,"Iran (Islamic Republic of)",1,2
"Iraq","Middle East / North Africa",NA,NA,"16",NA,"29.7","63.2","68.5","75",NA,NA,NA,NA,"15","15",NA,"48.4","35.9","522.7","-2.4","6.4","14571","16.4","2.2","4781.8","37",1994,2014,NA,NA,NA,2,1994,2014,-4.71428571428571,14,3,1,2.52380952380952,1.61904761904762,4.14285714285714,0.619047619047619,0.428571428571429,545,0,1,0,0,0,1,1,1,"Iraq",2,2
"Ireland","Europe","77.3","90","74","73.6","50.3","79.6","72.1","85.5","88","90","70","1","41","12.5","28.3","40.7","4.6","226.8","4.8","1.4","49195","11.6","0.3","7697.7","109.5",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Ireland",3,1
"Israel","Middle East / North Africa","70.7","75","60","60.6","48.8","70.6","64.6","84.2","88.2","85","70","0.9","48","26.5","30.5","41.3","8.2","268.5","2.8","3.8","32691","6.1","0.5","6431.6","68.8",1994,2014,0.238095238095238,0,0.761904761904762,2,1994,2014,9.76190476190476,21,10,1,0.0952380952380952,2,2.0952380952381,0.0476190476190476,1,22,1,0,0,0,0,1,1,1,"Israel",3,1
"Italy","Europe","61.2","50","43","55.8","22.1","70.3","53","84.5","88","85","60","1","43","27.5","42.6","51","60","2127.7","-0.4","-0.5","35486","12.5","0.2","11450.8","132.1",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Italy",3,2
"Jamaica","South and Central America / Caribbean","67.5","40","38","81.7","78","81.3","72.7","77.5","75.4","80","50","7.3","25","25","24","27.1","2.8","24.1","0.5","0","8609","13.2","7.1","550.8","140.6",1994,2014,0,0,1,2,1994,2014,9,21,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jamaica",3,1
"Japan","Asia-Pacific","73.1","80","76","68.5","46.2","82.5","83.9","81.2","82.6","70","60","1.2","40.8","23.9","30.3","42.3","127.1","4750.8","-0.1","1.5","37390","3.7","2.7","2089.8","246.4",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Japan",3,4
"Jordan","Middle East / North Africa","68.3","60","49","91.7","62","64.9","68.4","83.1","73.4","70","60","8.3","14","20","15.3","35.6","6.7","79.6","3.1","2.7","11927","11.1","2.9","1760.4","89.3",1994,2014,1,0,0,0,1994,2014,-2.38095238095238,21,-3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Jordan",2,2
"Kazakhstan","Asia-Pacific","63.6","30","29","93","87.7","72.3","82.7","74","77.4","40","50","3.8","10","20","14","20.2","17.4","418.5","4.3","6","24020","4.1","6.7","9562","15.1",1994,2014,1,0,0,0,1994,2014,-5.19047619047619,21,-6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Kazakhstan",1,3
"Kenya","Sub-Saharan Africa","57.5","30","25","79.4","80.8","48.6","62.2","73.5","65.6","60","50","9.7","30","30","16.2","25.3","42.9","132.4","5.3","6","3084","9.2","6.9","989","48.6",1994,2014,1,0,0,0,1994,2014,3.71428571428571,21,9,1,0,0.476190476190476,0.476190476190476,0,0.19047619047619,3,1,0,0,0,0,0,1,1,"Kenya",3,1
"Kiribati","Asia-Pacific","46.2","30","29.2","73.3","0","51.6","83.9","81","58.2","25","30","15.9","35","35","14.9","96.6","0.1","0.2","3.8","1.7","1713",NA,"2.1","1.2","7.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Kiribati",NA,1
"Korea North","Asia-Pacific","2.3","5","8","0","0","5","5","0","0","0","0",NA,"100","100","100","100","24.7","15.50","0.9",NA,NA,NA,NA,"134.3",NA,1994,2014,0,1,0,1,1994,2014,-10,21,-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Korea, Democratic People's Republic of",1,3
"Korea South","Asia-Pacific","71.7","70","55","73.8","69.7","91.1","50.6","82.6","74.6","70","80","7.7","38","24.2","24.3","31.8","50.4","1778.8","3.3","3.8","35277","3.5","1.3","9898.5","35.7",1994,2014,1,0,0,0,1994,2014,7.61904761904762,21,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Korea, Republic of",3,4
"Kuwait","Middle East / North Africa","62.7","45","44","97.7","57.7","63.4","62.7","74.2","77.2","55","50","3.9","0","15","0.7","37.5","4","284.0","1.3","3.3","71020","3","2.9","485.8","7.1",1994,2014,1,0,0,0,1994,2014,-7,21,-7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Kuwait",1,2
"Kyrgyzstan","Asia-Pacific","59.6","20","27","93.7","56.3","65.3","80.4","68.4","75","60","50","2.5","10","10","20.8","38.1","5.7","19.2","3.6","3.7","3361","8.1","7.5","210.5","53",1994,2014,1,0,0,0,1994,2014,0.619047619047619,21,7,1,0,0.0952380952380952,0.0952380952380952,0,0.0476190476190476,0,0,0,1,0,0,0,1,1,"Kyrgyzstan",3,3
"Laos","Asia-Pacific","49.8","15","25","86.1","73.8","55.9","57.6","71.3","58.6","35","20","13.2","24","24","15.3","29.6","6.9","34.4","7.4","7.9","4987","1.4","4.1","720.8","62.5",1994,2014,0,1,0,1,1994,2014,-7,21,-7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lao People's Democratic Republic",1,3
"Latvia","Europe","70.4","50","55","84.8","58.4","78.6","59.5","84.8","88","85","60","1","23","15","27.7","37.2","2","48.2","2.4","2.7","23707","10","0.7","473.5","37.8",1994,2014,0,0,1,2,1994,2014,8,21,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Latvia",3,3
"Lebanon","Middle East / North Africa","59.5","20","27","91.3","75.7","59.1","57.3","79","75.8","60","50","7.1","20","15","15.5","28.5","4.5","81.1","2","3.2","17986","6.4","1.9","3070.1","134.4",1994,2014,0,1,0,1,2005,2014,6,10,6,1,0.0952380952380952,0.0952380952380952,0.19047619047619,0.0476190476190476,0.0952380952380952,5,0,1,0,0,0,1,1,1,"Lebanon",3,2
"Lesotho","Sub-Saharan Africa","50.6","30","49","59.1","0","53.3","62.1","76.9","85.8","50","40","2.1","35","25","47.3","62.6","1.9","5.3","2.2","4.5","2764","26.2","3.9","46.4","45.9",1994,2014,0,0,1,2,1994,2014,7.04761904761905,21,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Lesotho",3,1
"Liberia","Sub-Saharan Africa","52.2","25","37","83.8","67.7","55.1","44.5","71","72.8","45","20","6.1","25","25","19.2","32.8","4.2","3.7","0.5","6.2","882","3.8","9.9","302","33.2",1994,2014,0.904761904761905,0.0952380952380952,0,0,1994,2014,3,21,6,1,0,0.952380952380952,0.952380952380952,0,0.380952380952381,0,1,0,0,0,0,0,1,1,"Liberia",3,1
"Libya","Middle East / North Africa",NA,"10","18","95","0","55.5","63.1","74",NA,"5",NA,NA,"10","20","0.7","69.8","6.2","97.6","-24","2","15706","19.2","2.8","50","39.3",1994,2014,1,0,0,0,1994,2014,-5.66666666666667,21,0,1,0,0.238095238095238,0.238095238095238,0,0.0952380952380952,0,0,1,0,0,0,0,1,1,"Libyan Arab Jamahiriya",2,2
"Liechtenstein","Europe",NA,NA,NA,NA,NA,NA,NA,NA,"90","85","80","0","7","12.5",NA,NA,"37624","5.80","1.8",NA,"158976","2.3","-0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,"Liechtenstein",NA,4
"Lithuania","Europe","75.2","65","58","92.9","63.8","80","60","84.6","88","80","80","1","15","15","16","34.7","2.9","79.6","2.9","3.6","27051","11.3","0.2","217.1","37.7",1994,2014,1,0,0,0,1994,2014,10,21,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Lithuania",3,3
"Luxembourg","Europe","73.9","90","82","61.1","43","73.7","42.6","83.2","88","95","80","1","43.6","21","39.3","43.6","0.6","51.4","2.9","2.5","92049","6.1","0.7","7087","24.6",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Luxembourg",3,2
"Macau","Asia-Pacific","70.1","60","49.7","73.1","93.9","60","50","69.6","90","85","70","0","12","39","32","14.3","0.6","0.8","-0.4","13.7","39220",NA,"6","3046.1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,"Macau",NA,2
"Macedonia","Europe","67.5","35","45","92.1","69.6","76.4","66.7","83.5","86.4","60","60","1.8","10","10","24.2","31.8","2.1","27.6","3.8","2.3","13349","27.9","-0.1","348","38",1994,2014,0,0,1,2,1994,2014,7.85714285714286,21,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"The former Yugoslav Republic of Macedonia",3,3
"Madagascar","Sub-Saharan Africa","61.1","45","28","91.1","93.4","52.9","48.5","74.5","77.2","50","50","6.4","20","20","9.3","14.9","23.6","33.9","3","2","1437","3.6","6.1","350.7","34.91",1994,2014,1,0,0,0,1994,2014,6.04761904761905,21,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Madagascar",3,2
"Malawi","Sub-Saharan Africa","51.8","40","33","79","27.1","44.5","63.4","53.6","72.4","55","50","3.8","30","30","17.4","49.3","17.6","13.7","5.7","4.7","780","7.5","23.8","130","62",1994,2014,1,0,0,0,1994,2014,5.76190476190476,21,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Malawi",3,1
"Malaysia","Asia-Pacific","71.5","55","52","85","74.3","91.4","71.5","84.5","81.4","60","60","4.3","25","25","15.8","29.3","30.3","746.1","6","5.8","24654","2","3.1","10799.2","57",1994,2014,0,0,1,2,1994,2014,4,21,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Malaysia",2,1
"Maldives","Asia-Pacific","53.9","25","21.9","94","60.8","81.5","70.4","73","47.8","35","30","21.1","0","0","24.5","36.1","0.3","4.9","5","4.9","14383","11.6","2.5","363.3","74.8",1994,2014,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Maldives",NA,1
"Mali","Sub-Saharan Africa","56.5","25","32","70.3","82.8","46.3","50.8","83","70.2","65","40","7.4","40","35","12.2","23.9","15.8","27.3","6.8","3.4","1729","8.1","0.9","198.9","31.5",1994,2014,1,0,0,0,1994,2014,6.23809523809524,21,5,1,0,0.238095238095238,0.238095238095238,0,0.238095238095238,0,0,1,0,0,0,0,1,1,"Mali",2,2
"Malta","Europe","66.7","70","55","63.9","46.5","61.6","53.5","83.5","88","85","60","1","35","35","34","42.2","0.4","14.1","3.6","2.9","33216","5.9","0.8","9278.9","68.1",1994,2014,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,"Malta",NA,2
"Mauritania","Sub-Saharan Africa","54.8","25","30","81.6","75.3","48.7","50.7","77.7","69","50","40","8","30","25","17.7","28.7","3.6","15.5","6.4","5.4","4288","31","3.5","492.5","59.1",1994,2014,1,0,0,0,1994,2014,-4.14285714285714,21,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mauritania",2,2
"Mauritius","Sub-Saharan Africa","74.7","60","54","92","81.5","77.5","65","78.7","88.6","80","70","0.7","15","15","18.6","24.9","1.3","23.4","3.2","3.5","18553","7.7","3","418.4","52.8",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mauritius",3,2
"Mexico","North America","65.2","50","35","74.9","76.4","70.7","58.2","77.4","79.2","70","60","5.4","35","30","19.7","28.1","119.7","2140.6","2.1","3.3","17881","4.9","4","22794.7","50.1",1994,2014,1,0,0,0,1994,2014,7.14285714285714,21,8,1,0,1.47619047619048,1.47619047619048,0,0.619047619047619,0,0,1,0,0,0,0,1,1,"Mexico",3,2
"Micronesia","Asia-Pacific","51.8","30","30","93.2","0","57.5","79.1","82.1","85.6","30","30","2.2","10","21","11.6","59.6","0.1","0.3","0.1","0.2","3015",NA,"0.7","0.8","26.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,NA,NA,NA,"Micronesia, Federated States of",NA,1
"Moldova","Europe","57.4","40","35","85.4","55.6","64.6","39.3","76","73.6","55","50","5.7","18","12","31.5","38.5","3.6","17.7","4.6","5.4","4979","3.4","5.1","207.4","31.5",1994,2014,0.333333333333333,0.666666666666667,0,1,1994,2014,8.14285714285714,21,9,1,0,0.19047619047619,0.19047619047619,0,0.19047619047619,0,0,0,1,0,0,0,1,1,"Republic of Moldova",3,3
"Mongolia","Asia-Pacific","59.4","30","39","84.4","51.5","67.7","77.9","68","70","45","60","5","10","25","28.8","40.2","2.9","34.8","7.8","14","11882","4.8","12.9","507.6","67.3",1994,2014,1,0,0,0,1994,2014,9.90476190476191,21,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Mongolia",3,3
"Montenegro","Europe","64.9","40","42","91.6","39.8","76.6","72","82.6","84.8","70","50","2.6","9","9","26","44.8","0.6","9.4","1.1","1.5","14996","19.1","-0.7","497","58.4",NA,NA,NA,NA,NA,NA,2006,2014,9,9,9,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Montenegro",3,NA
"Morocco","Middle East / North Africa","61.3","40","39","71.5","65.6","66.4","34.3","84.1","81.8","70","60","4.1","38","30","22.4","33.9","33.2","252.4","2.9","3.7","7606","10.2","0.4","3582.3","63.9",1994,2014,1,0,0,0,1994,2014,-5.80952380952381,21,-4,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,"Morocco",2,2
"Mozambique","Sub-Saharan Africa","53.2","30","31","74.3","63.5","55.9","41.9","79.5","70.8","35","50","7.1","32","32","22.9","34.9","26.5","31.1","7.4","7.3","1174","22.6","2.3","4901.8","55.4",1994,2014,0.952380952380952,0.0476190476190476,0,0,1994,2014,5,21,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Mozambique",3,2
"Namibia","Sub-Saharan Africa","61.9","30","49","64.4","63.9","68.2","84.5","75.1","83.4","60","40","0.8","37","34","32.1","34.7","2.2","23.6","5.3","5.3","10765","18.6","5.3","413.7","25.2",1994,2014,0.952380952380952,0.0476190476190476,0,0,1994,2014,6,21,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Namibia",3,1
"Nepal","Asia-Pacific","50.9","30","29","85.1","91.1","64.9","47.3","70.8","55.6","5","30","14.7","25","25","15.3","17.2","28.1","66.8","5.5","4.5","2376","2.7","9","29.6","26.3",1994,2014,0.238095238095238,0,0.761904761904762,2,1994,2014,3.47619047619048,21,6,1,0,1.04761904761905,1.04761904761905,0,0.523809523809524,0,1,0,0,0,0,0,1,1,"Nepal",3,1
"Netherlands","Europe","74.6","90","83","52.7","34.4","80","64","83.4","88","90","80","1","52","25","37.4","46.8","16.9","798.6","0.9","0.3","47355","6.9","0.3","30253.3","68.3",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Netherlands",3,2
"New Zealand","Asia-Pacific","81.6","95","91","71","46","91.4","85.9","88.1","87.2","80","80","1.4","33","28","32.1","42.4","4.5","158.9","3.2","2.2","35152","5.6","1.2","3391.3","34",1994,2014,0,0,1,2,1994,2014,10,21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"New Zealand",3,1
