ID_resp;sex;age;edugroup;forpleas;forentert;forrest;forcontart;forposh;forestet;formovm;forsocial;forchild;forticket
1066;1;4;3;3;4;2;2;3;4;3;1;1;1
1069;2;3;3;4;4;3;3;3;4;3;3;2;1
1070;1;1;2;1;3;3;2;2;4;1;4;3;2
1073;2;2;2;4;4;3;2;3;4;3;3;4;2
1086;2;3;2;4;3;3;2;3;4;3;3;4;1
1089;1;2;2;4;4;3;2;2;3;3;2;4;2
1090;1;1;2;4;4;4;2;2;3;4;3;1;4
1093;1;2;2;4;3;3;2;2;3;3;2;1;3
1094;2;3;2;4;4;4;4;4;3;4;3;3;1
1095;2;3;2;3;3;3;3;3;3;3;3;1;2
1098;2;3;2;3;3;3;3;3;3;3;3;3;2
1099;2;4;2;3;3;3;3;3;2;3;3;3;1
1105;1;2;2;4;4;4;1;1;1;3;1;3;1
1106;1;2;1;4;4;4;3;4;4;4;4;4;1
1107;1;2;2;4;4;4;4;1;2;3;4;1;1
1108;1;2;2;4;4;4;2;3;3;4;3;1;2
1110;2;4;2;4;3;4;2;3;4;4;3;1;1
1120;2;2;2;4;4;3;4;3;3;4;3;1;2
1122;2;3;2;3;3;3;3;3;3;3;3;3;2
1123;2;2;2;4;4;4;3;2;4;4;2;4;2
1130;1;1;2;4;3;3;3;4;3;4;3;1;2
1131;2;1;2;4;4;4;3;4;3;3;3;1;1
1132;1;1;2;4;4;2;1;3;4;3;2;1;2
1138;1;1;1;4;4;4;4;4;3;3;1;1;3
1141;2;1;2;3;3;2;1;2;2;3;3;1;1
1143;1;2;2;4;4;4;2;4;4;4;4;1;3
1144;1;2;2;4;3;3;4;4;3;3;3;3;2
1145;2;2;2;4;4;4;4;4;4;4;2;4;2
1146;2;1;2;3;3;3;3;3;3;3;3;1;1
1149;2;1;2;4;4;4;4;4;4;4;4;1;1
1152;2;3;2;4;4;4;4;3;4;4;4;2;4
1153;2;2;2;3;4;3;3;3;3;4;2;3;4
1160;2;1;2;3;3;3;3;4;4;3;2;2;1
1162;2;2;2;4;4;4;3;3;3;3;3;1;2
1164;2;2;2;4;4;4;4;4;4;4;4;4;2
1166;2;1;2;4;4;3;2;3;3;2;3;1;1
1172;2;2;2;4;4;4;1;2;3;3;2;1;4
1173;2;1;2;3;3;3;3;3;3;3;3;1;3
1175;2;1;2;4;4;4;4;4;4;4;1;1;1
1180;2;1;2;4;4;4;4;4;4;4;4;2;4
1182;1;2;2;4;4;4;3;3;3;3;2;2;1
1187;2;1;2;4;4;4;2;2;2;2;2;1;4
1188;2;1;2;4;4;4;2;3;4;3;2;1;3
1189;1;2;2;3;3;3;3;3;3;3;3;1;3
1191;2;1;1;3;3;3;3;3;3;3;3;3;3
1192;1;3;2;4;3;3;3;4;4;3;4;2;2
1194;2;1;2;4;4;4;2;3;4;3;4;1;3
1196;1;1;2;4;4;4;4;4;4;4;4;4;4
1197;1;3;1;4;4;4;2;2;3;4;2;1;1
1198;1;2;2;3;4;3;3;3;4;3;3;4;2
1201;2;1;2;3;3;3;3;3;3;4;3;1;3
1202;1;2;1;4;4;4;4;4;4;4;4;2;2
1206;2;1;2;4;4;4;3;3;3;3;3;1;1
1207;2;2;2;3;3;3;3;3;3;3;3;3;3
1208;2;2;2;4;4;4;3;3;3;4;1;3;1
1209;2;2;3;3;3;3;3;3;3;1;3;1;3
1211;2;3;2;4;4;4;3;4;3;4;3;2;2
1213;2;2;2;3;3;3;3;3;3;3;3;2;2
1215;2;2;3;4;3;3;3;3;4;4;3;1;2
1220;2;2;3;4;4;4;4;3;4;4;4;1;3
1223;1;2;2;4;4;4;4;4;4;4;2;1;2
1224;2;1;3;4;4;4;3;4;3;3;3;2;2
1228;1;2;3;4;3;4;2;4;4;4;3;1;3
1232;2;2;3;4;3;4;2;3;3;4;2;1;2
1234;1;3;2;3;3;3;3;3;3;3;3;2;3
1235;1;1;2;4;4;4;3;2;1;4;2;2;2
1243;1;2;2;3;2;3;3;2;2;2;2;1;2
1244;2;1;2;4;3;4;4;4;4;3;2;1;2
1247;1;2;2;4;4;3;4;4;3;4;3;2;3
1248;2;2;3;4;4;4;2;4;4;4;2;2;1
1252;1;4;3;4;3;3;3;3;3;3;2;2;1
1255;1;2;3;4;4;4;3;4;3;3;4;4;3
1256;1;2;3;4;3;3;3;4;4;4;1;1;4
1260;1;1;3;3;3;4;4;4;4;4;3;2;2
1261;1;2;2;4;3;3;3;3;2;4;2;1;1
1265;1;2;1;3;3;3;3;3;3;3;3;3;3
1266;2;3;2;3;3;4;3;4;2;4;2;3;1
1272;2;1;2;4;4;4;2;4;4;4;4;3;2
1273;1;1;3;4;3;4;4;4;4;4;4;1;4
1278;1;3;3;4;4;3;2;2;3;3;1;3;1
1280;2;3;2;4;4;4;3;3;3;4;3;2;2
1282;1;4;2;3;3;4;4;4;3;4;3;3;2
1286;2;4;2;4;3;3;3;3;4;4;3;4;3
1295;2;1;2;4;4;4;4;4;4;4;3;1;3
1296;2;2;3;4;3;3;3;3;4;4;2;1;2
1297;2;1;3;4;4;4;2;2;4;3;2;3;3
1298;2;1;3;4;4;4;4;4;4;3;4;1;3
1299;2;4;2;4;4;4;4;4;4;4;3;3;2
1300;1;1;2;3;3;3;4;4;4;4;1;1;2
1301;1;3;3;4;4;4;4;4;4;4;4;2;4
1303;1;3;1;4;3;4;1;4;3;3;3;1;1
1307;2;2;3;4;4;4;4;4;4;4;4;2;4
1308;2;2;2;3;3;3;3;3;3;3;3;3;3
1309;2;2;2;4;4;4;4;4;4;4;4;4;4
1313;2;4;2;4;4;4;3;3;4;4;3;3;3
1316;1;4;2;4;3;3;2;3;4;3;2;3;1
1318;2;2;3;4;3;4;2;3;3;3;2;1;1
1320;1;2;3;4;4;3;4;3;3;4;4;2;4
1321;2;1;3;4;3;3;3;4;3;3;4;1;3
1322;2;1;3;4;4;3;1;3;3;3;4;1;2
1324;1;2;3;3;3;3;1;1;1;1;1;1;2
1326;1;3;2;4;3;3;3;3;3;3;3;2;2
1328;1;3;1;3;3;3;3;3;2;3;2;3;2
1329;1;3;3;3;3;3;3;3;3;3;3;3;3
1330;2;1;2;4;4;4;3;3;3;2;3;4;3
1331;2;1;2;4;4;4;4;4;4;4;3;1;1
1335;1;2;2;2;1;2;3;3;3;3;2;3;3
1336;1;3;2;3;3;3;3;3;4;3;2;2;2
1346;2;3;3;3;3;4;3;3;4;3;1;3;1
1348;2;2;2;3;3;3;3;3;3;3;3;3;3
1349;2;4;3;4;4;4;3;4;3;4;1;1;1
1352;2;2;2;4;4;4;2;1;3;3;1;3;1
1357;1;3;2;4;4;4;3;4;4;3;3;3;2
1359;1;2;2;3;3;3;3;3;3;3;3;3;3
1361;2;1;3;4;4;4;3;4;4;4;2;1;1
1363;1;2;2;4;4;3;2;3;4;4;3;2;1
1365;2;4;2;4;4;4;3;3;4;4;2;1;2
1368;1;2;2;4;3;3;3;3;3;3;3;1;1
1369;2;2;2;4;4;4;3;4;4;3;2;1;2
1377;2;2;3;4;4;4;4;4;4;4;4;1;1
1378;2;1;2;4;4;3;4;4;4;3;3;1;4
1383;2;2;3;4;3;4;2;3;3;3;3;4;1
1386;1;3;2;4;4;4;3;4;3;4;3;1;1
1387;2;2;2;4;3;4;4;4;4;4;4;2;4
1388;2;3;3;4;3;2;3;4;4;4;2;1;1
1389;2;3;2;4;3;3;4;4;3;3;3;4;2
1390;1;3;2;4;4;4;3;3;4;3;2;2;2
1392;2;3;2;3;3;3;3;3;3;3;3;3;2
1394;2;2;3;3;1;3;1;3;1;1;3;1;3
1395;1;2;3;4;4;4;3;2;3;4;4;2;3
1396;1;1;2;3;3;3;3;3;3;3;3;1;1
1397;2;3;3;4;3;3;3;4;4;4;2;1;2
1399;2;4;2;4;4;4;2;3;4;4;2;1;1
1403;1;2;2;4;4;3;3;2;3;3;2;2;3
1406;2;1;1;3;3;4;2;3;2;2;2;2;1
1408;1;2;3;4;4;4;2;4;4;4;4;1;1
1413;2;1;2;4;4;3;3;4;4;3;2;1;1
1422;2;2;2;4;4;2;2;2;4;3;2;2;1
1424;1;2;2;4;4;4;4;4;4;4;2;3;2
1425;1;3;2;4;4;4;4;4;4;4;2;1;2
1427;2;3;2;4;4;4;4;3;4;4;3;4;3
1432;2;2;2;4;4;4;4;4;4;4;4;4;1
1434;2;2;3;3;3;3;3;2;3;3;3;3;1
1448;2;1;2;2;2;3;2;2;2;2;2;1;3
1452;2;3;2;4;3;3;4;3;4;3;2;3;2
1453;2;1;3;4;4;4;3;2;3;4;2;1;2
1455;2;1;3;4;4;3;4;4;3;4;4;2;2
1456;2;2;3;4;4;4;4;2;4;3;3;3;3
1457;2;2;2;4;3;3;3;4;3;3;3;4;1
1460;2;2;3;4;4;4;4;4;4;3;2;1;1
1465;1;1;2;3;3;3;2;4;3;4;1;1;1
1468;2;3;2;4;3;4;3;3;4;3;2;1;3
1473;2;4;2;3;3;3;3;3;3;3;3;2;2
1481;1;4;1;4;4;4;3;4;4;4;3;1;2
1482;1;2;3;3;4;3;4;3;3;3;3;4;1
1489;2;3;2;4;4;4;3;3;4;4;3;2;1
1490;2;3;2;3;3;3;2;3;2;3;3;3;3
1495;1;3;2;4;4;3;2;3;2;2;2;2;1
1500;2;1;3;3;3;3;3;3;3;3;3;3;3
1502;1;2;2;3;3;2;3;1;3;1;2;1;1
1505;1;2;1;4;3;3;3;4;3;2;2;3;3
1507;2;2;3;3;3;3;3;3;3;3;3;2;2
1509;2;2;2;4;3;3;3;3;3;3;3;4;2
1516;1;2;3;4;4;4;3;4;4;4;4;3;2
1518;1;2;2;3;3;3;4;3;3;3;4;2;2
1521;1;2;2;4;4;3;4;3;4;3;3;3;2
1523;1;2;2;4;4;3;4;3;2;3;1;4;2
1524;2;2;3;3;3;4;2;2;2;3;2;3;4
1526;1;1;2;3;3;3;3;3;3;3;3;3;3
1527;1;1;2;4;4;4;4;4;4;4;4;1;1
1528;2;1;2;4;3;4;3;2;3;2;3;1;2
1529;1;2;3;4;4;4;4;4;4;4;4;4;4
1530;2;2;3;4;4;4;4;4;4;4;4;4;3
1533;2;1;2;4;4;4;4;4;4;4;4;1;1
1535;2;2;2;3;3;4;3;3;4;3;2;2;1
1542;2;2;3;4;4;4;4;4;4;4;3;2;2
1552;1;3;2;3;3;3;3;3;3;3;3;1;3
1555;2;1;2;4;4;4;3;4;4;4;3;1;4
1556;2;1;2;4;4;3;2;3;4;3;3;1;2
1557;2;1;2;4;4;3;4;4;4;2;2;1;1
1560;2;2;2;4;4;4;2;1;1;4;2;3;1
1562;2;3;2;4;4;4;4;4;4;4;1;1;1
1571;2;3;2;4;3;3;4;3;4;3;3;3;1
1575;2;3;2;4;4;4;3;4;4;4;3;2;3
1582;1;2;1;3;3;3;3;3;3;3;3;2;3
1584;1;2;2;3;3;4;3;3;3;4;2;2;1
1586;2;2;2;4;4;3;2;3;4;4;2;3;2
1588;2;2;2;4;4;4;3;3;3;4;2;4;1
1598;1;4;2;4;4;4;2;2;3;3;1;1;1
1600;2;3;2;4;4;4;4;4;4;4;4;4;3
1603;2;2;2;4;4;4;2;2;3;3;2;4;2
1605;1;4;1;4;4;4;4;4;4;4;2;1;1
1608;1;2;2;3;3;3;3;3;3;3;3;3;3
1611;2;3;2;4;4;4;4;3;4;4;4;2;2
1615;2;3;2;4;3;3;3;3;3;3;3;2;3
1620;2;3;2;4;4;3;4;4;4;3;3;3;2
1626;1;2;1;3;3;3;3;3;3;3;3;3;2
1628;2;1;2;4;4;4;3;4;3;2;2;2;2
1637;1;3;2;3;3;3;3;3;2;3;2;2;2
1646;1;2;2;4;4;4;4;4;4;4;4;1;3
1651;2;2;2;4;4;3;4;3;3;3;1;3;2
1652;2;3;2;3;3;3;2;2;3;3;3;2;3
1658;2;3;2;3;1;2;2;1;1;2;3;1;1
1662;1;4;2;4;4;4;3;4;4;4;1;3;3
1678;2;2;2;3;3;3;3;2;3;3;3;3;2
1684;1;2;1;3;4;3;3;3;3;3;3;2;2
1687;2;4;2;4;4;4;3;3;4;3;2;1;2
1695;2;2;2;4;4;4;4;3;3;4;4;4;1
1707;2;2;2;3;3;3;3;3;3;2;2;2;3
1709;1;4;2;3;3;4;3;4;3;4;2;1;1
1716;2;2;2;3;3;3;2;2;3;2;2;3;2
1724;1;1;2;4;4;4;2;2;3;3;2;2;2
1725;1;2;2;3;3;3;3;2;4;3;3;3;3
1732;1;2;2;3;4;4;3;3;2;4;3;2;1
1734;1;2;2;3;3;3;3;3;3;3;3;3;2
1737;1;4;2;4;4;4;2;2;3;2;2;2;1
1739;2;1;2;4;4;4;4;2;4;4;2;1;1
1743;2;3;2;4;4;4;3;4;4;4;2;1;2
1744;1;3;2;4;4;4;3;3;4;4;4;4;2
1750;2;2;2;3;3;3;3;3;3;3;3;3;2
1754;2;3;2;4;3;4;4;4;3;4;3;3;2
1756;2;2;2;4;4;3;4;4;4;4;4;3;2
1757;2;2;2;4;4;4;4;4;1;4;1;1;1
1765;2;3;2;4;3;4;3;3;3;4;3;1;1
1772;2;3;2;4;4;3;3;3;2;3;3;1;2
1776;2;3;2;4;4;3;4;4;4;3;2;1;1
1786;2;2;1;4;4;4;4;3;4;3;3;3;3
1790;1;2;2;3;2;3;3;2;3;2;3;3;3
1795;2;1;1;4;4;4;1;1;4;3;2;1;1
1801;1;2;2;4;4;4;1;4;4;4;1;1;1
1802;2;1;2;4;3;3;3;3;3;4;2;1;1
1807;2;3;2;3;3;3;2;3;2;3;2;2;1
1818;2;3;2;3;3;3;2;3;1;3;1;2;1
1820;2;3;2;4;3;4;3;3;4;2;2;4;3
1821;2;3;2;4;3;3;3;4;4;4;2;2;3
1827;1;3;2;3;3;3;3;3;3;3;3;3;3
1831;2;1;2;3;3;4;3;3;3;4;3;1;2
1832;2;3;2;4;4;4;3;4;4;4;2;2;2
1835;2;2;1;3;3;3;3;3;3;3;2;2;2
1838;1;4;2;4;4;3;2;4;3;4;2;1;1
1841;2;3;2;3;3;3;3;3;4;4;3;2;2
1846;2;2;1;4;4;4;4;4;4;3;4;2;1
1847;2;2;2;4;4;4;3;3;3;3;4;3;1
1848;1;3;2;4;3;4;3;3;4;4;2;1;2
10004;1;4;1;3;3;3;3;3;3;3;3;3;3
10009;1;4;2;4;4;3;2;2;2;2;2;2;4
10016;1;3;3;4;4;3;3;3;4;3;3;2;3
10020;1;4;1;4;4;4;2;4;4;4;1;1;2
10022;2;4;3;4;4;4;1;4;4;4;2;4;1
10024;2;4;2;4;3;4;2;3;3;2;2;2;3
10025;1;4;2;4;4;4;3;4;4;4;3;2;3
10029;2;4;1;4;4;4;1;4;4;4;3;2;3
10031;2;4;3;4;3;4;2;3;3;3;3;3;3
10032;1;4;3;3;3;3;3;4;4;4;3;2;1
10033;1;4;3;3;3;3;3;4;4;3;2;2;2
10035;2;4;3;3;3;3;2;3;3;3;3;2;3
10036;2;4;2;4;4;4;2;4;3;3;3;3;2
10040;2;4;3;4;4;3;3;4;3;3;3;4;2
10043;1;2;3;4;3;3;2;2;3;2;1;1;3
10044;2;4;3;4;3;2;4;1;2;3;2;3;2
10045;2;4;3;4;4;3;2;4;4;4;2;1;2
10048;2;4;1;3;3;3;2;2;3;3;2;2;2
10051;1;4;3;4;4;4;3;3;4;4;3;3;2
10053;1;3;2;4;4;4;4;4;4;4;4;2;1
10057;2;4;2;4;4;3;3;3;3;4;3;3;2
10059;2;4;2;4;3;3;3;3;3;3;3;1;1
10064;1;4;3;2;3;4;3;2;1;3;1;2;4
10067;1;4;2;4;4;3;2;4;3;2;2;1;3
10068;2;3;2;4;4;4;4;4;4;4;4;3;3
10071;2;4;2;3;3;3;3;3;3;3;3;3;2
10072;2;4;2;4;4;4;3;3;3;4;2;2;2
10075;2;4;2;4;4;4;3;3;3;3;2;1;1
10086;2;4;2;4;4;4;4;4;4;4;4;3;3
10090;2;4;2;4;3;4;4;3;4;4;3;2;2
10093;1;4;1;4;3;4;2;1;1;2;2;3;3
10095;1;4;2;4;4;4;1;2;3;3;1;1;1
10102;2;4;2;3;3;3;3;3;3;3;2;3;1
10111;2;4;2;4;4;3;4;4;4;4;4;4;2
10118;2;4;2;3;3;3;2;2;3;3;3;2;2
10121;2;4;2;3;4;3;2;3;2;3;1;3;1
10131;2;4;1;3;3;3;3;3;2;3;3;2;2
10132;2;4;2;4;4;4;2;3;3;4;4;1;2
10134;2;4;1;4;4;4;3;4;4;4;2;2;1
10136;2;4;2;4;4;4;3;4;4;4;3;2;3
10141;2;3;2;3;3;3;3;3;3;3;3;3;3
10143;1;3;2;3;4;3;3;4;3;3;3;2;2
10145;1;4;1;3;3;3;3;3;3;3;3;2;3
10151;2;4;2;4;4;3;2;3;4;3;4;1;4
10157;2;4;2;3;4;4;3;3;3;3;3;2;1
10159;2;3;2;4;4;4;2;2;3;3;3;3;2
10010;2;1;1;3;3;3;4;4;4;3;3;1;2
10026;1;2;1;2;2;2;2;2;2;2;2;2;2
10032;2;2;1;4;4;3;2;2;3;3;3;4;1
10047;1;3;1;3;2;3;3;4;1;3;1;1;4
10058;2;2;1;4;4;4;3;3;4;4;4;4;4
10059;2;2;1;3;4;4;3;4;3;3;3;4;4
10062;1;1;1;3;3;3;3;3;3;3;3;2;3
10066;1;1;1;1;1;1;1;1;1;1;1;1;4
10069;2;2;1;4;4;3;3;3;4;3;2;4;3
10073;1;1;1;4;3;3;2;2;3;3;3;1;1
10078;1;1;1;4;4;3;4;4;4;3;3;3;3
10081;1;1;1;3;3;2;4;2;2;3;4;3;4
10083;1;1;1;3;3;3;4;3;4;3;3;3;4
10096;2;2;1;4;4;4;2;3;3;3;1;4;1
10105;1;2;1;3;2;3;1;3;2;3;3;2;1
10122;2;1;1;3;1;4;1;1;4;3;1;1;1
10131;1;1;1;4;3;3;2;3;3;4;4;2;3
10133;2;2;1;3;3;3;3;3;3;3;3;3;2
10139;1;1;1;2;3;2;1;2;2;3;3;1;4
10149;1;2;1;4;4;4;4;4;4;4;2;4;1
10172;2;3;1;4;3;2;3;3;3;2;1;2;2
10181;2;1;1;4;4;4;4;4;4;4;4;1;4
10201;1;3;1;4;4;4;4;4;4;4;4;4;4
10237;2;2;1;4;3;3;2;3;3;3;2;3;1
10238;2;1;1;4;3;3;4;4;4;4;3;2;2
10248;2;2;1;3;4;4;2;3;4;4;3;3;2
10258;2;3;1;4;4;4;3;3;3;3;2;2;1
10262;2;1;1;4;4;4;4;4;4;4;4;2;2
10271;2;1;1;4;3;3;4;4;2;4;3;3;4
10275;2;2;1;4;4;3;2;4;4;4;2;1;2
10277;2;1;1;2;3;2;3;2;2;3;4;2;3
10279;2;1;1;4;2;3;4;3;2;3;3;3;3
10283;1;4;1;3;2;2;3;2;3;3;3;4;4
10289;2;1;1;3;4;3;2;3;3;3;4;4;3
10294;1;2;1;4;4;3;3;3;4;3;4;1;3
10306;2;3;1;4;4;2;2;2;3;3;3;3;2
10312;1;2;1;3;4;4;1;3;3;1;3;1;1
10320;2;1;1;4;3;4;3;4;4;4;4;2;2
10333;2;1;1;4;4;4;4;4;4;4;4;4;4
10352;2;3;1;4;4;4;4;4;4;4;3;2;3
10362;1;2;1;4;4;4;4;4;4;4;2;4;2
10378;1;4;1;3;3;3;3;3;3;3;2;2;3
10394;2;2;1;4;4;4;2;4;4;4;1;1;1
10406;1;1;1;3;3;2;3;3;3;2;3;1;4
10411;1;1;1;3;4;3;3;3;3;4;4;1;3
10420;2;2;1;4;4;3;3;3;4;4;4;2;4
10423;2;1;1;4;4;2;3;3;4;4;4;3;4
10424;2;1;1;4;3;2;4;4;4;4;1;1;1
10433;2;1;1;4;4;3;3;4;3;2;3;3;4
10434;2;1;1;4;4;3;3;3;4;4;3;1;2
10439;2;1;1;3;3;3;3;3;3;3;3;2;3
10444;2;1;1;4;3;4;3;3;3;4;3;1;3
10447;2;1;1;3;3;2;3;3;2;4;3;1;1
10463;2;3;1;4;4;4;2;3;4;3;3;3;3
10481;2;1;1;4;4;4;3;2;2;4;4;1;4
10492;2;3;1;4;3;3;2;2;4;4;4;4;1
10524;2;1;1;4;4;3;3;3;3;4;2;3;2
10531;2;4;1;4;3;3;3;3;3;3;3;3;4
10535;1;2;1;3;3;3;2;1;3;3;3;1;3
10552;1;2;1;3;3;3;3;3;3;3;3;3;2
10563;2;3;1;2;3;3;3;3;3;3;2;2;2
10568;2;3;1;3;3;4;2;2;2;3;2;2;4
10596;1;2;1;3;3;3;3;3;3;2;2;2;3
10623;2;2;1;4;4;4;3;4;4;4;4;1;1
10625;1;1;1;3;4;3;4;4;4;4;3;2;2
10649;1;3;1;3;4;4;4;4;3;4;3;3;3
10655;1;3;1;4;4;3;3;4;3;4;4;4;4
10665;2;2;1;3;3;3;3;3;4;3;2;1;1
10669;1;2;1;4;3;3;4;4;4;4;4;3;3
10672;1;2;1;4;4;4;4;4;4;4;4;4;4
10677;2;3;1;4;4;3;3;3;4;3;3;1;1
10681;2;1;1;3;1;1;1;3;1;3;1;1;4
10703;2;1;1;2;3;4;3;3;3;3;3;4;4
10708;2;1;1;3;2;4;3;4;3;3;3;4;2
10710;2;1;1;3;4;4;2;3;3;3;4;2;4
10712;2;2;1;4;4;4;3;3;4;4;4;4;3
10722;2;1;1;4;4;3;3;3;4;3;3;1;2
10728;1;3;1;4;4;3;3;4;3;4;4;3;4
10732;1;2;1;3;4;3;4;4;4;3;3;3;4
10734;1;2;1;4;4;4;3;3;4;4;3;3;4
10739;1;2;1;3;3;3;3;3;4;4;4;3;4
10744;1;1;1;3;3;4;2;3;2;3;2;1;3
10748;2;3;1;3;4;4;3;4;4;3;4;4;3
10753;2;1;1;4;4;4;3;4;3;4;3;3;2
10775;1;2;1;2;2;3;4;3;2;2;3;3;2
10778;2;1;1;4;4;3;4;4;4;4;3;1;1
10782;1;1;1;3;4;3;2;2;2;4;4;2;2
10785;2;2;1;3;4;3;4;3;3;2;2;3;3
10789;2;3;1;4;4;4;4;4;4;4;3;1;4
10799;1;3;1;3;2;4;2;3;3;2;3;4;3
10800;2;1;1;3;3;1;2;3;3;3;4;1;4
10809;2;1;1;4;3;3;4;4;4;4;4;2;1
10818;2;3;1;3;3;3;4;3;4;4;3;3;4
10821;1;3;1;4;3;4;4;4;4;3;4;4;3
10823;2;2;1;3;4;4;4;4;4;3;3;4;3
10825;2;3;1;4;4;4;3;3;4;4;4;3;3
10826;1;2;1;4;3;4;3;3;3;4;3;3;2
31835;2;2;1;3;3;3;3;3;3;3;2;2;2
31838;1;4;2;4;4;3;2;4;3;4;2;1;1
31841;2;3;2;3;3;3;3;3;4;4;3;2;2
31846;2;2;1;4;4;4;4;4;4;3;4;2;1
31847;2;2;2;4;4;4;3;3;3;3;4;3;1
31848;1;3;2;4;3;4;3;3;4;4;2;1;2
31853;1;2;1;4;4;4;3;3;4;3;3;4;1
31854;2;1;2;4;4;3;4;4;4;4;2;3;3
31861;2;4;2;3;3;3;3;3;3;3;3;3;3
31871;2;1;2;4;4;4;4;3;4;4;2;1;1
31876;2;3;2;4;4;3;4;4;4;4;3;1;2
31883;1;3;2;3;4;4;3;3;3;4;2;3;2
31886;2;3;2;4;3;3;3;4;4;4;2;3;2
31895;1;3;2;4;4;4;3;3;4;4;2;1;3
31904;1;2;2;4;4;3;3;2;3;3;2;1;1
31913;2;1;2;4;4;4;4;3;4;4;4;1;2
31924;2;1;2;4;4;4;4;2;3;2;2;2;2
31938;1;3;3;4;4;4;3;4;4;4;3;2;2
31943;2;2;3;4;3;4;3;3;4;4;3;3;2
31945;2;2;3;3;3;3;2;3;3;3;3;1;2
31965;1;2;3;3;3;3;3;3;3;3;3;3;3
31977;1;2;3;4;4;4;4;4;4;4;3;1;1
